step,optimizer,divergence,bound,loss_gap,tightness
13,SGD,0.0,0.0,0.0,0.0
14,SGD,0.0,0.0,0.0,0.0
15,SGD,0.0,0.0,0.0,0.0
16,SGD,0.0,0.0,0.0,0.0
17,SGD,0.0,0.0,0.0,0.0
18,SGD,0.0,0.0,0.0,0.0
19,SGD,0.0,0.0,0.0,0.0
20,SGD,0.0,0.0,0.0,0.0
21,SGD,0.0,0.0,0.0,0.0
22,SGD,0.0,0.0,0.0,0.0
23,SGD,0.0,0.0,0.0,0.0
24,SGD,0.0,0.0,0.0,0.0
25,SGD,0.0,0.0,0.0,0.0
26,SGD,0.0,0.0,0.0,0.0
27,SGD,0.0,0.0,0.0,0.0
28,SGD,0.0,0.0,0.0,0.0
29,SGD,0.0,0.0,0.0,0.0
30,SGD,0.0,0.0,0.0,0.0
31,SGD,0.0,0.0,0.0,0.0
32,SGD,0.0,0.0,0.0,0.0
33,SGD,0.0,0.0,0.0,0.0
34,SGD,0.0,0.0,0.0,0.0
35,SGD,0.0,0.0,0.0,0.0
36,SGD,0.0,0.0,0.0,0.0
37,SGD,0.0,0.0,0.0,0.0
38,SGD,0.0,0.0,0.0,0.0
39,SGD,0.0,0.0,0.0,0.0
40,SGD,0.0,0.0,0.0,0.0
41,SGD,0.0,0.0,0.0,0.0
42,SGD,0.0,0.0,0.0,0.0
43,SGD,0.0,0.0,0.0,0.0
44,SGD,0.0,0.0,0.0,0.0
45,SGD,0.0,0.0,0.0,0.0
46,SGD,0.0,0.0,0.0,0.0
47,SGD,0.0,0.0,0.0,0.0
48,SGD,0.0,0.0,0.0,0.0
49,SGD,0.0,0.0,0.0,0.0
50,SGD,0.0,0.0,0.0,0.0
51,SGD,0.0,0.0,0.0,0.0
52,SGD,0.0,0.0,0.0,0.0
53,SGD,0.0,0.0,0.0,0.0
54,SGD,0.0,0.0,0.0,0.0
55,SGD,0.0,0.0,0.0,0.0
56,SGD,0.0,0.0,0.0,0.0
57,SGD,0.0,0.0,0.0,0.0
58,SGD,0.0,0.0,0.0,0.0
59,SGD,0.0,0.0,0.0,0.0
60,SGD,0.0,0.0,0.0,0.0
61,SGD,0.0,0.0,0.0,0.0
62,SGD,0.0,0.0,0.0,0.0
63,SGD,0.0,0.0,0.0,0.0
64,SGD,0.0,0.0,0.0,0.0
65,SGD,0.0,0.0,0.0,0.0
66,SGD,0.0,0.0,0.0,0.0
67,SGD,0.0,0.0,0.0,0.0
68,SGD,0.0,0.0,0.0,0.0
69,SGD,0.0,0.0,0.0,0.0
70,SGD,0.0,0.0,0.0,0.0
71,SGD,0.0,0.0,0.0,0.0
72,SGD,0.0,0.0,0.0,0.0
73,SGD,0.0,0.0,0.0,0.0
74,SGD,0.0,0.0,0.0,0.0
75,SGD,0.0,0.0,0.0,0.0
76,SGD,0.0,0.0,0.0,0.0
77,SGD,0.0,0.0,0.0,0.0
78,SGD,0.0,0.0,0.0,0.0
79,SGD,0.0,0.0,0.0,0.0
80,SGD,0.0,0.0,0.0,0.0
81,SGD,0.0,0.0,0.0,0.0
82,SGD,0.0,0.0,0.0,0.0
83,SGD,0.0,0.0,0.0,0.0
84,SGD,0.0,0.0,0.0,0.0
85,SGD,0.0,0.0,0.0,0.0
86,SGD,0.0,0.0,0.0,0.0
87,SGD,0.0,0.0,0.0,0.0
88,SGD,0.0,0.0,0.0,0.0
89,SGD,0.0,0.0,0.0,0.0
90,SGD,0.0,0.0,0.0,0.0
91,SGD,0.0,0.0,0.0,0.0
92,SGD,0.0,0.0,0.0,0.0
93,SGD,0.0,0.0,0.0,0.0
94,SGD,0.0,0.0,0.0,0.0
95,SGD,0.0,0.0,0.0,0.0
96,SGD,0.0,0.0,0.0,0.0
97,SGD,0.0,0.0,0.0,0.0
98,SGD,0.0,0.0,0.0,0.0
99,SGD,0.0,0.0,0.0,0.0
100,SGD,0.010000897571444511,0.009999999776482582,76.0,1.0
101,SGD,0.007297747302800417,0.011880003854334261,88.0,0.6142882942026935
102,SGD,0.006142919417470694,0.01411344947335987,104.0,0.4352528720257855
103,SGD,0.00539045874029398,0.016766783788913532,128.0,0.3214962874310002
104,SGD,0.0048601217567920685,0.019918946048931338,156.0,0.2439949254771347
105,SGD,0.00446082791313529,0.023663716112483326,196.0,0.1885091881567185
106,SGD,0.004208363126963377,0.028112504490780805,236.0,0.14969719714383556
107,SGD,0.0041071162559092045,0.03339766691704255,284.0,0.12297614279796823
108,SGD,0.003963593393564224,0.03967644205686133,328.0,0.09989790384641589
109,SGD,0.004076467826962471,0.04713562950974168,400.0,0.0864837887891149
110,SGD,0.004279838874936104,0.05599714727685407,504.0,0.07642958763196027
111,SGD,0.004435218404978514,0.06652463403501642,592.0,0.06667031648222158
112,SGD,0.004736004862934351,0.07903129264090415,720.0,0.0599256915163139
113,SGD,0.005130993202328682,0.09388920821728337,864.0,0.05464944587086373
114,SGD,0.005482090171426535,0.1115404180432945,1056.0,0.04914891182583391
115,SGD,0.006040283944457769,0.13251006258867007,1296.0,0.04558358683451583
116,SGD,0.006466882769018412,0.15742200894780356,1504.0,0.041079915141742585
117,SGD,0.007255229167640209,0.18701741148585976,1888.0,0.03879440480967608
118,SGD,0.00774058373644948,0.22217676189400068,2208.0,0.034839754033963596
119,SGD,0.008333869278430939,0.2639460846640781,2592.0,0.0315741348807556
120,SGD,0.009462565183639526,0.3135680573233608,3392.0,0.030177069898039536
121,SGD,0.010598478838801384,0.37251898128621147,4096.0,0.028450842430116134
122,SGD,0.011447264812886715,0.44255270324111023,4928.0,0.025866444220204097
123,SGD,0.012303466908633709,0.5257527937765344,5888.0,0.023401619647623148
124,SGD,0.013159270398318768,0.624594535609999,6784.0,0.02106850068015245
125,SGD,0.013829952105879784,0.742018565629698,7680.0,0.018638283119160628
126,SGD,0.015137087553739548,0.8815183616703101,9472.0,0.0171716077757673
127,SGD,0.016074741259217262,1.0472441768387022,11008.0,0.015349563754789073
128,SGD,0.016585173085331917,1.244126513535684,12544.0,0.01333077697878048
129,SGD,0.018084749579429626,1.4780228106447217,15104.0,0.012235771633010832
130,SGD,0.019492873921990395,1.7558917079725636,17664.0,0.011101410088950074
131,SGD,0.02166576124727726,2.0860000724764975,21504.0,0.010386270610985975
132,SGD,0.024111900478601456,2.478168945507626,26624.0,0.009729724247538093
133,SGD,0.027206074446439743,2.9440657282372045,33280.0,0.009240987449940431
134,SGD,0.029029130935668945,3.4975512980635033,38912.0,0.00829984422294008
135,SGD,0.03111787512898445,4.155092383046174,46080.0,0.00748909344493837
136,SGD,0.03531589359045029,4.936251462904166,59392.0,0.007154395163181727
137,SGD,0.03887781500816345,5.8642687716030855,70656.0,0.006629610019994977
138,SGD,0.04537568613886833,6.966753716668751,90112.0,0.006513175000043685
139,SGD,0.050972357392311096,8.276506285616561,110592.0,0.006158680442361785
140,SGD,0.05425747483968735,9.832492877127992,129024.0,0.005518180945332717
141,SGD,0.057868022471666336,11.681005588890294,151552.0,0.004954027462045231
142,SGD,0.06210056319832802,13.877039452027677,180224.0,0.004475058488736518
143,SGD,0.07028578966856003,16.48592858617296,225280.0,0.0042633806947040866
144,SGD,0.07531609386205673,19.58528995236676,266240.0,0.0038455439794474553
145,SGD,0.08207665383815765,23.267332532302532,319488.0,0.0035275489239778085
146,SGD,0.0843893513083458,27.641600634221025,352256.0,0.0030529835238220456
147,SGD,0.09468754380941391,32.838232941443096,425984.0,0.0028834542948233564
148,SGD,0.1015777587890625,39.01183426336947,516096.0,0.002603767823458634
149,SGD,0.10017384588718414,46.34607517726339,557056.0,0.0021614310489947975
150,SGD,0.11151321977376938,55.05915640458349,688128.0,0.00202533469554732
151,SGD,0.12149178981781006,65.41030049231864,819200.0,0.0018573800900376122
152,SGD,0.1318802386522293,77.70746393308794,983040.0,0.0016971373401889458
153,SGD,0.14555367827415466,92.31649916699709,1179648.0,0.0015766810872112201
154,SGD,0.15329231321811676,109.67203904361821,1376256.0,0.0013977337756723035
155,SGD,0.1712496429681778,130.2904275673062,1671168.0,0.001314368570014191
156,SGD,0.19583669304847717,154.78508162796186,2097152.0,0.0012652168477010341
157,SGD,0.20891591906547546,183.88474074350728,2490368.0,0.0011361242820951798
158,SGD,0.23834927380084991,218.45514776146535,3211264.0,0.0010910673254589875
159,SGD,0.25564682483673096,259.5248055413684,3866624.0,0.0009850573794032984
160,SGD,0.273179292678833,308.3155759040707,4456448.0,0.0008860379235716264
161,SGD,0.3146653473377228,366.2790311961391,5505024.0,0.0008590864355792793
162,SGD,0.33377301692962646,435.1396399633241,6553600.0,0.0007670480606128153
163,SGD,0.374837189912796,516.9460715484365,7864320.0,0.0007250992135214916
164,SGD,0.4467322528362274,614.1321459747612,10485760.0,0.000727420402537578
165,SGD,0.5124636888504028,729.5892424326638,13107200.0,0.000702400280933007
166,SGD,0.5891318917274475,866.7523205915103,16252928.0,0.0006797003916013721
167,SGD,0.6506544947624207,1029.7021139536664,20971520.0,0.0006318861406083296
168,SGD,0.7228699922561646,1223.2865356011544,24117248.0,0.0005909245064165835
169,SGD,0.7634595632553101,1453.2649082726941,28835840.0,0.0005253409470698185
170,SGD,0.8479622006416321,1726.479309754653,35651584.0,0.0004911510933554915
171,SGD,0.9717851877212524,2051.0581312760855,45088768.0,0.00047379699916971486
172,SGD,1.0872434377670288,2436.657904965901,54525952.0,0.0004462027416943635
173,SGD,1.191361427307129,2894.750594971613,65011712.0,0.0004115592650284305
174,SGD,1.3527699708938599,3438.9648994267714,79691776.0,0.00039336544874864763
175,SGD,1.5042917728424072,4085.491717328884,104857600.0,0.00036820335884218144
176,SGD,1.6919790506362915,4853.565843357435,123731968.0,0.00034860535640037215
177,SGD,1.9529999494552612,5766.0382215161435,155189248.0,0.0003387074234380868
178,SGD,2.135643720626831,6850.055782695724,192937984.0,0.0003117702670424655
179,SGD,2.4763898849487305,8137.869091978539,247463936.0,0.0003043044631167263
180,SGD,2.818082571029663,9667.791833969257,306184192.0,0.0002914918545440647
181,SGD,3.0667123794555664,11485.340681762977,369098752.0,0.00026701100685024107
182,SGD,3.4499242305755615,13644.589461748968,461373440.0,0.00025284192245190123
183,SGD,3.8901307582855225,16209.77790195541,570425344.0,0.00023998667852298276
184,SGD,4.228201389312744,19257.222825745735,671088640.0,0.00021956444226526247
185,SGD,4.685181617736816,22877.58865071726,805306368.0,0.00020479350727332557
186,SGD,4.921006679534912,27178.584742328192,956301312.0,0.00018106191791034977
187,SGD,5.245766639709473,32288.169871117763,1107296256.0,0.0001624671407716387
188,SGD,5.782305717468262,38358.359109203986,1308622848.0,0.00015074434495506909
189,SGD,6.110813617706299,45569.74642489132,1543503872.0,0.00013409803865769204
190,SGD,6.632366180419922,54136.87752692788,1811939328.0,0.00012251105869785266
191,SGD,7.230780124664307,64314.63280569659,2281701376.0,0.00011242822681596418
192,SGD,8.096524238586426,76405.81026997976,2751463424.0,0.00010596738925976147
193,SGD,9.106680870056152,90770.1340789598,3355443200.0,0.00010032684166946767
194,SGD,10.3441743850708,107834.95668194693,4294967296.0,9.592598451706485e-05
195,SGD,11.601370811462402,128107.97296478633,5234491392.0,9.055931916627335e-05
196,SGD,13.246240615844727,152192.32466102438,6308233216.0,8.703619348313309e-05
197,SGD,14.207035064697266,180804.5443986029,7650410496.0,7.857675874217155e-05
198,SGD,15.57479476928711,214795.8732347168,9395240960.0,7.250974860335353e-05
199,SGD,16.445341110229492,255177.58589601688,10737418240.0,6.444665213241282e-05
200,SGD,17.096464157104492,303151.07717439334,,5.639585488680098e-05
0,SGD_momentum,0.0,0.0,0.0,0.0
1,SGD_momentum,0.0,0.0,0.0,0.0
2,SGD_momentum,0.0,0.0,0.0,0.0
3,SGD_momentum,0.0,0.0,0.0,0.0
4,SGD_momentum,0.0,0.0,0.0,0.0
5,SGD_momentum,0.0,0.0,0.0,0.0
6,SGD_momentum,0.0,0.0,0.0,0.0
7,SGD_momentum,0.0,0.0,0.0,0.0
8,SGD_momentum,0.0,0.0,0.0,0.0
9,SGD_momentum,0.0,0.0,0.0,0.0
10,SGD_momentum,0.0,0.0,0.0,0.0
11,SGD_momentum,0.0,0.0,0.0,0.0
12,SGD_momentum,0.0,0.0,0.0,0.0
13,SGD_momentum,0.0,0.0,0.0,0.0
14,SGD_momentum,0.0,0.0,0.0,0.0
15,SGD_momentum,0.0,0.0,0.0,0.0
16,SGD_momentum,0.0,0.0,0.0,0.0
17,SGD_momentum,0.0,0.0,0.0,0.0
18,SGD_momentum,0.0,0.0,0.0,0.0
19,SGD_momentum,0.0,0.0,0.0,0.0
20,SGD_momentum,0.0,0.0,0.0,0.0
21,SGD_momentum,0.0,0.0,0.0,0.0
22,SGD_momentum,0.0,0.0,0.0,0.0
23,SGD_momentum,0.0,0.0,0.0,0.0
24,SGD_momentum,0.0,0.0,0.0,0.0
25,SGD_momentum,0.0,0.0,0.0,0.0
26,SGD_momentum,0.0,0.0,0.0,0.0
27,SGD_momentum,0.0,0.0,0.0,0.0
28,SGD_momentum,0.0,0.0,0.0,0.0
29,SGD_momentum,0.0,0.0,0.0,0.0
30,SGD_momentum,0.0,0.0,0.0,0.0
31,SGD_momentum,0.0,0.0,0.0,0.0
32,SGD_momentum,0.0,0.0,0.0,0.0
33,SGD_momentum,0.0,0.0,0.0,0.0
34,SGD_momentum,0.0,0.0,0.0,0.0
35,SGD_momentum,0.0,0.0,0.0,0.0
36,SGD_momentum,0.0,0.0,0.0,0.0
37,SGD_momentum,0.0,0.0,0.0,0.0
38,SGD_momentum,0.0,0.0,0.0,0.0
39,SGD_momentum,0.0,0.0,0.0,0.0
40,SGD_momentum,0.0,0.0,0.0,0.0
41,SGD_momentum,0.0,0.0,0.0,0.0
42,SGD_momentum,0.0,0.0,0.0,0.0
43,SGD_momentum,0.0,0.0,0.0,0.0
44,SGD_momentum,0.0,0.0,0.0,0.0
45,SGD_momentum,0.0,0.0,0.0,0.0
46,SGD_momentum,0.0,0.0,0.0,0.0
47,SGD_momentum,0.0,0.0,0.0,0.0
48,SGD_momentum,0.0,0.0,0.0,0.0
49,SGD_momentum,0.0,0.0,0.0,0.0
50,SGD_momentum,0.0,0.0,0.0,0.0
51,SGD_momentum,0.0,0.0,0.0,0.0
52,SGD_momentum,0.0,0.0,0.0,0.0
53,SGD_momentum,0.0,0.0,0.0,0.0
54,SGD_momentum,0.0,0.0,0.0,0.0
55,SGD_momentum,0.0,0.0,0.0,0.0
56,SGD_momentum,0.0,0.0,0.0,0.0
57,SGD_momentum,0.0,0.0,0.0,0.0
58,SGD_momentum,0.0,0.0,0.0,0.0
59,SGD_momentum,0.0,0.0,0.0,0.0
60,SGD_momentum,0.0,0.0,0.0,0.0
61,SGD_momentum,0.0,0.0,0.0,0.0
62,SGD_momentum,0.0,0.0,0.0,0.0
63,SGD_momentum,0.0,0.0,0.0,0.0
64,SGD_momentum,0.0,0.0,0.0,0.0
65,SGD_momentum,0.0,0.0,0.0,0.0
66,SGD_momentum,0.0,0.0,0.0,0.0
67,SGD_momentum,0.0,0.0,0.0,0.0
68,SGD_momentum,0.0,0.0,0.0,0.0
69,SGD_momentum,0.0,0.0,0.0,0.0
70,SGD_momentum,0.0,0.0,0.0,0.0
71,SGD_momentum,0.0,0.0,0.0,0.0
72,SGD_momentum,0.0,0.0,0.0,0.0
73,SGD_momentum,0.0,0.0,0.0,0.0
74,SGD_momentum,0.0,0.0,0.0,0.0
75,SGD_momentum,0.0,0.0,0.0,0.0
76,SGD_momentum,0.0,0.0,0.0,0.0
77,SGD_momentum,0.0,0.0,0.0,0.0
78,SGD_momentum,0.0,0.0,0.0,0.0
79,SGD_momentum,0.0,0.0,0.0,0.0
80,SGD_momentum,0.0,0.0,0.0,0.0
81,SGD_momentum,0.0,0.0,0.0,0.0
82,SGD_momentum,0.0,0.0,0.0,0.0
83,SGD_momentum,0.0,0.0,0.0,0.0
84,SGD_momentum,0.0,0.0,0.0,0.0
85,SGD_momentum,0.0,0.0,0.0,0.0
86,SGD_momentum,0.0,0.0,0.0,0.0
87,SGD_momentum,0.0,0.0,0.0,0.0
88,SGD_momentum,0.0,0.0,0.0,0.0
89,SGD_momentum,0.0,0.0,0.0,0.0
90,SGD_momentum,0.0,0.0,0.0,0.0
91,SGD_momentum,0.0,0.0,0.0,0.0
92,SGD_momentum,0.0,0.0,0.0,0.0
93,SGD_momentum,0.0,0.0,0.0,0.0
94,SGD_momentum,0.0,0.0,0.0,0.0
95,SGD_momentum,0.0,0.0,0.0,0.0
96,SGD_momentum,0.0,0.0,0.0,0.0
97,SGD_momentum,0.0,0.0,0.0,0.0
98,SGD_momentum,0.0,0.0,0.0,0.0
99,SGD_momentum,0.0,0.0,0.0,0.0
100,SGD_momentum,0.009999999776482582,0.009999999776482582,0.003556542725164036,1.0
101,SGD_momentum,0.007327638100832701,0.0100392892806483,0.0019055478405789472,0.7298961008083941
102,SGD_momentum,0.008630492724478245,0.010078733151331227,0.0028911763256473932,0.8563072952614392
103,SGD_momentum,0.00710515771061182,0.01011833199502977,0.001586003165357397,0.7022064223729709
104,SGD_momentum,0.008075354620814323,0.010158086420625233,0.0025426375614188146,0.7949680960006327
105,SGD_momentum,0.0056782872416079044,0.010197997039391194,0.0010973328498948831,0.5568041665117889
106,SGD_momentum,0.0075255827978253365,0.010238064465002883,0.0019972326217612135,0.7350591338382647
107,SGD_momentum,0.005969957914203405,0.010278289313546641,0.0011289438816675101,0.580831861420274
108,SGD_momentum,0.0059283520095050335,0.010318672203529373,0.001496016254350252,0.5745266341029144
109,SGD_momentum,0.004780336283147335,0.010359213755888072,0.0007886100347604952,0.4614574422146894
110,SGD_momentum,0.005971475038677454,0.010399914593999362,0.0013476850481310976,0.574185007454093
111,SGD_momentum,0.004512113053351641,0.010440775343689075,0.0006600206124858232,0.43216264164509455
112,SGD_momentum,0.005040379706770182,0.010481796633241891,0.0010402806401543785,0.4808698244330709
113,SGD_momentum,0.004082735162228346,0.010522979093410986,0.0004965397306477826,0.3879828255845125
114,SGD_momentum,0.004902417305856943,0.010564323357427737,0.0009341379641227832,0.464054075210607
115,SGD_momentum,0.003026361344382167,0.01060583006101145,0.00035986802458864986,0.28534884369942004
116,SGD_momentum,0.004167628940194845,0.010647499842379142,0.0006981158189773851,0.39141854913271407
117,SGD_momentum,0.0034919108729809523,0.010689333342255357,0.00035912503426516196,0.3266724650804266
118,SGD_momentum,0.003918895497918129,0.010731331203882012,0.0005895498629797657,0.365182606282852
119,SGD_momentum,0.0026146224699914455,0.010773494073028288,0.0002328771615793812,0.24269029641341877
120,SGD_momentum,0.0035704816691577435,0.010815822598000563,0.0004870056777690479,0.3301165155776307
121,SGD_momentum,0.002570126438513398,0.010858317429652377,0.00019891710530828277,0.23669656511374243
122,SGD_momentum,0.0031618131324648857,0.010900979221394443,0.0004228691454954969,0.2900485422685201
123,SGD_momentum,0.0019157363567501307,0.010943808629204695,9.09427510578098e-05,0.17505207023063143
124,SGD_momentum,0.00333813251927495,0.010986806311638361,0.0004063463292141023,0.3038310155462425
125,SGD_momentum,0.001571131870150566,0.011029972929838115,5.7780854376687785e-05,0.14244204225564
126,SGD_momentum,0.0027928331401199102,0.011073309147544218,0.0003221520876195427,0.2522130559986479
127,SGD_momentum,0.0013058995828032494,0.011116815631104738,3.4038933222291234e-05,0.11747065222070927
128,SGD_momentum,0.0026929795276373625,0.011160493049485784,0.0002800860098659541,0.24129574882549124
129,SGD_momentum,0.0011030080495402217,0.01120434207428181,3.169875390085508e-05,0.09844469601406057
130,SGD_momentum,0.002292051212862134,0.011248363379725925,0.00020355014908091107,0.20376752914947005
131,SGD_momentum,0.0014037761138752103,0.01129255764270027,4.6308844844134e-05,0.12430984709497044
132,SGD_momentum,0.0019852654077112675,0.011336925542746417,0.00016192739292364422,0.17511497276979812
133,SGD_momentum,0.0009403147851116955,0.01138146776207583,2.973109212689451e-05,0.08261805988195273
134,SGD_momentum,0.0018019122071564198,0.011426184985580344,0.00012954903525042027,0.15770024810821837
135,SGD_momentum,0.0011556929675862193,0.011471077900842702,3.411281778653574e-05,0.10074841942284415
136,SGD_momentum,0.0015812563942745328,0.011516147198147121,0.00010344673199824683,0.13730776162091324
137,SGD_momentum,0.0008650390082038939,0.01156139357048992,2.0072739232546155e-05,0.07482134423759068
138,SGD_momentum,0.0015212302096188068,0.011606817713590156,8.80690288624919e-05,0.1310635048431607
139,SGD_momentum,0.0007844357751309872,0.011652420325900336,2.034295218322768e-05,0.06731955706982076
140,SGD_momentum,0.001237236661836505,0.011698202108617155,6.451382074601497e-05,0.10576297539988037
141,SGD_momentum,0.000804934767074883,0.01174416376569227,1.7518403467420285e-05,0.06853912999972846
142,SGD_momentum,0.0012442764127627015,0.011790306003843135,5.644252604497524e-05,0.10553385233234157
143,SGD_momentum,0.0006449822103604674,0.011836629532563854,1.3193265900213191e-05,0.05449036050220642
144,SGD_momentum,0.001041886513121426,0.011883135064136106,4.297218293913829e-05,0.0876777472862268
145,SGD_momentum,0.0006359338876791298,0.011929823313640087,1.0400393534837349e-05,0.05330622851321094
146,SGD_momentum,0.0009944812627509236,0.011976694998965505,3.9533101841016105e-05,0.08303469887450775
147,SGD_momentum,0.00038024879177100956,0.012023750840822623,3.310633701403276e-06,0.0316248063358068
148,SGD_momentum,0.000965367304161191,0.01207099156275334,3.433059124091642e-05,0.07997415118240667
149,SGD_momentum,0.00042668450623750687,0.012118417891142316,2.9784085811002114e-06,0.035209588419077564
150,SGD_momentum,0.0008310595294460654,0.012166030555228137,2.799605530867666e-05,0.0683098341462682
151,SGD_momentum,0.00021690885478165,0.012213830287114534,6.69420643362173e-07,0.017759281870036024
152,SGD_momentum,0.0007824982167221606,0.012261817821781634,2.312105724300295e-05,0.06381584101927752
153,SGD_momentum,0.0003263629332650453,0.01230999389709727,2.626678011097283e-06,0.026512030468349993
154,SGD_momentum,0.0006381060229614377,0.012358359253828317,1.6298858959373774e-05,0.05163355505819012
155,SGD_momentum,0.00035966315772384405,0.012406914635652086,3.134624336098568e-06,0.0289889282134922
156,SGD_momentum,0.0005882045370526612,0.012455660789167763,1.3284873524810337e-05,0.04722387250335216
157,SGD_momentum,0.00027714320458471775,0.012504598463907883,2.7625990810520307e-06,0.02216330299486531
158,SGD_momentum,0.00048024134594015777,0.012553728412349857,9.679220003278033e-06,0.038254877767446
159,SGD_momentum,0.0003324255521874875,0.012603051389927542,2.920765894032229e-06,0.026376592612576712
160,SGD_momentum,0.00046274950727820396,0.01265256815504286,8.316046155698587e-06,0.0365735636913972
161,SGD_momentum,0.00023952493211254478,0.012702279469077454,1.8737887046427204e-06,0.018856846339717723
162,SGD_momentum,0.00041126165888272226,0.012752186096404395,6.398948066532739e-06,0.032250286795820954
163,SGD_momentum,0.0002602774475235492,0.01280228880439995,2.153863645659726e-06,0.020330540226064564
164,SGD_momentum,0.0003460810403339565,0.01285258836345535,4.90699800081984e-06,0.026926952808820404
165,SGD_momentum,0.00021843308059033006,0.012903085546988675,1.6140448870771706e-06,0.016928747763073463
166,SGD_momentum,0.00034263142151758075,0.012953781131456711,4.051207983302163e-06,0.02645030188795928
167,SGD_momentum,0.0002229950187029317,0.013004675896366915,1.6130142057591002e-06,0.01714729536360297
168,SGD_momentum,0.00027532383683137596,0.013055770624289384,3.0019783299195524e-06,0.021088286915760795
169,SGD_momentum,0.00018871951033361256,0.013107066100868895,1.1271560644843248e-06,0.014398303089438295
170,SGD_momentum,0.0002758188056759536,0.013158563114836985,2.8104006277729354e-06,0.020961164472810344
171,SGD_momentum,0.00014397726044990122,0.01321026245802408,7.307348575125161e-07,0.010898894772711167
172,SGD_momentum,0.00024602326448075473,0.013262164925371668,2.241422740745236e-06,0.018550761950644343
173,SGD_momentum,0.0001536931231385097,0.013314271314944521,6.351413093241831e-07,0.0115434873980672
174,SGD_momentum,0.00022652462939731777,0.013366582427942964,1.9152120707133236e-06,0.016947086558473313
175,SGD_momentum,9.712199971545488e-05,0.01341909906871521,4.1734272659965654e-07,0.007237594656550492
176,SGD_momentum,0.00019516934116836637,0.013471822044769708,1.4156530077080731e-06,0.01448722678489795
177,SGD_momentum,0.00013437127927318215,0.013524752166787567,5.934210740576873e-07,0.009935211944449135
178,SGD_momentum,0.0001633601204957813,0.013577890248635026,1.0143790918348827e-06,0.012031333108779824
179,SGD_momentum,0.00011801412620116025,0.013631237107375963,5.003985106277753e-07,0.008657624049199609
180,SGD_momentum,0.00014879163063596934,0.013684793563284458,7.815492324425577e-07,0.010872771295225748
181,SGD_momentum,0.00011517042730702087,0.013738560439857404,4.990872550791892e-07,0.008383005469255427
182,SGD_momentum,0.00011415674089221284,0.013792538563827185,5.547142967188279e-07,0.008276702679781115
183,SGD_momentum,0.00010670895426301286,0.013846728765174362,3.9247483574200714e-07,0.007706437821718186
184,SGD_momentum,0.00012110990064684302,0.013901131877140455,5.080882159447242e-07,0.008712233055352903
185,SGD_momentum,9.168552787741646e-05,0.013955748736240748,3.171752807062944e-07,0.00656973191551697
186,SGD_momentum,9.8521908512339e-05,0.01401058018227715,3.602033866734189e-07,0.007031964931542625
187,SGD_momentum,9.004312596516684e-05,0.014065627058351113,2.8582885125416624e-07,0.006401643210901571
188,SGD_momentum,9.030559886014089e-05,0.014120890210876593,2.99264452108261e-07,0.006395177464844472
189,SGD_momentum,7.379588350886479e-05,0.014176370489593061,2.2365448471006744e-07,0.005205555509644636
190,SGD_momentum,8.272503328043967e-05,0.01423206874757858,2.2121044973566484e-07,0.005812579657087054
191,SGD_momentum,8.022302063181996e-05,0.014287985841262901,2.1924958942820538e-07,0.00561471865405552
192,SGD_momentum,6.832938379375264e-05,0.014344122630440657,1.7040437683135679e-07,0.004763580565655938
193,SGD_momentum,6.212708103703335e-05,0.014400479978284569,1.5191717972484753e-07,0.004314236826183493
194,SGD_momentum,6.741668039467186e-05,0.014457058751358717,1.5406485065483366e-07,0.004663236247022641
195,SGD_momentum,5.935780791332945e-05,0.014513859819631873,1.3114129271407649e-07,0.0040897327555169255
196,SGD_momentum,5.686195436283015e-05,0.014570884056490872,1.1679039979561878e-07,0.003902436814566507
197,SGD_momentum,5.338880146155134e-05,0.01462813233875404,1.008962174364747e-07,0.0036497346500010378
198,SGD_momentum,5.615300324279815e-05,0.014685605546684681,1.0269238054361196e-07,0.0038236763927977663
199,SGD_momentum,4.5286535168997943e-05,0.01474330456400461,8.806629642199582e-08,0.003071667886422412
200,SGD_momentum,4.108334906050004e-05,0.014801230277907742,,0.0027756712306422856
0,RMSProp,0.0,0.0,0.0,0.0
1,RMSProp,0.0,0.0,0.0,0.0
2,RMSProp,0.0,0.0,0.0,0.0
3,RMSProp,0.0,0.0,0.0,0.0
4,RMSProp,0.0,0.0,0.0,0.0
5,RMSProp,0.0,0.0,0.0,0.0
6,RMSProp,0.0,0.0,0.0,0.0
7,RMSProp,0.0,0.0,0.0,0.0
8,RMSProp,0.0,0.0,0.0,0.0
9,RMSProp,0.0,0.0,0.0,0.0
10,RMSProp,0.0,0.0,0.0,0.0
11,RMSProp,0.0,0.0,0.0,0.0
12,RMSProp,0.0,0.0,0.0,0.0
13,RMSProp,0.0,0.0,0.0,0.0
14,RMSProp,0.0,0.0,0.0,0.0
15,RMSProp,0.0,0.0,0.0,0.0
16,RMSProp,0.0,0.0,0.0,0.0
17,RMSProp,0.0,0.0,0.0,0.0
18,RMSProp,0.0,0.0,0.0,0.0
19,RMSProp,0.0,0.0,0.0,0.0
20,RMSProp,0.0,0.0,0.0,0.0
21,RMSProp,0.0,0.0,0.0,0.0
22,RMSProp,0.0,0.0,0.0,0.0
23,RMSProp,0.0,0.0,0.0,0.0
24,RMSProp,0.0,0.0,0.0,0.0
25,RMSProp,0.0,0.0,0.0,0.0
26,RMSProp,0.0,0.0,0.0,0.0
27,RMSProp,0.0,0.0,0.0,0.0
