row_id,continuation_step,parameter_divergence_after_update,status,blocker
gpu_seed1101_ckpt75_optimizer_reset,14,16.55394744873047,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt75_optimizer_reset,15,17.15021324157715,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt75_optimizer_reset,16,17.689558029174805,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt75_optimizer_reset,17,18.221586227416992,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt75_optimizer_reset,18,18.732088088989258,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt75_optimizer_reset,19,19.22760772705078,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt75_optimizer_reset,20,19.69366455078125,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,0,0.0,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,1,3.443235397338867,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,2,4.997612476348877,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,3,6.313131332397461,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,4,7.618713855743408,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,5,8.788617134094238,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,6,9.829567909240723,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,7,10.788735389709473,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,8,11.713998794555664,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,9,12.556682586669922,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,10,13.366349220275879,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,11,14.120989799499512,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,12,14.842206954956055,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,13,15.51852035522461,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,14,16.15953254699707,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,15,16.755571365356445,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,16,17.325408935546875,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,17,17.8636417388916,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,18,18.361417770385742,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,19,18.82579231262207,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt150_optimizer_reset,20,19.276397705078125,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,0,0.0,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,1,3.380509376525879,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,2,4.788663387298584,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,3,6.11093807220459,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,4,7.341226577758789,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,5,8.456459999084473,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,6,9.47697925567627,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,7,10.39976692199707,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,8,11.254308700561523,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,9,12.05516242980957,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,10,12.784454345703125,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,11,13.479402542114258,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,12,14.141342163085938,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,13,14.76617431640625,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,14,15.357165336608887,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,15,15.920475006103516,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,16,16.457942962646484,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,17,16.97054672241211,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,18,17.450716018676758,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,19,17.902620315551758,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1101_ckpt300_optimizer_reset,20,18.33888816833496,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,0,0.0,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,1,3.695219039916992,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,2,5.347289085388184,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,3,6.882765293121338,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,4,8.191095352172852,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,5,9.376474380493164,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,6,10.456476211547852,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,7,11.462331771850586,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,8,12.384416580200195,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,9,13.215338706970215,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,10,14.013545036315918,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,11,14.753548622131348,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,12,15.45080852508545,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,13,16.123369216918945,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,14,16.762666702270508,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,15,17.371362686157227,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,16,17.939002990722656,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,17,18.47525405883789,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,18,18.98212432861328,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,19,19.45759391784668,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt75_optimizer_reset,20,19.901222229003906,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,0,0.0,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,1,3.446286916732788,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,2,4.899971008300781,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,3,6.163584232330322,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,4,7.416197299957275,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,5,8.474984169006348,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,6,9.517912864685059,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,7,10.546517372131348,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,8,11.501395225524902,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,9,12.393024444580078,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,10,13.218600273132324,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,11,13.972782135009766,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,12,14.677066802978516,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,13,15.334829330444336,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,14,15.94807243347168,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,15,16.522363662719727,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,16,17.07761001586914,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,17,17.60211944580078,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,18,18.09688949584961,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,19,18.55259132385254,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt150_optimizer_reset,20,18.977853775024414,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,0,0.0,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,1,3.3924899101257324,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,2,4.830426216125488,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,3,6.128511428833008,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,4,7.2976298332214355,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,5,8.409192085266113,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,6,9.376901626586914,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,7,10.300334930419922,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,8,11.17835521697998,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,9,11.956245422363281,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,10,12.717875480651855,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,11,13.43241024017334,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,12,14.117627143859863,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,13,14.774910926818848,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,14,15.386604309082031,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,15,15.963030815124512,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,16,16.513757705688477,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,17,17.042999267578125,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,18,17.536773681640625,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,19,18.008281707763672,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1102_ckpt300_optimizer_reset,20,18.45261573791504,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,0,0.0,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,1,3.601011037826538,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,2,5.483936786651611,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,3,6.875799655914307,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,4,8.189167976379395,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,5,9.36544418334961,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,6,10.472131729125977,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,7,11.47558879852295,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,8,12.418785095214844,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,9,13.337369918823242,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,10,14.160684585571289,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,11,14.9435453414917,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,12,15.669917106628418,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,13,16.36077308654785,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,14,17.018232345581055,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,15,17.63494300842285,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,16,18.22664451599121,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,17,18.781116485595703,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,18,19.304784774780273,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,19,19.808612823486328,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt75_optimizer_reset,20,20.29296875,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,0,0.0,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,1,3.551748037338257,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,2,5.233538627624512,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,3,6.6376471519470215,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,4,7.886831283569336,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,5,8.945792198181152,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,6,9.933311462402344,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,7,10.899894714355469,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,8,11.819930076599121,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,9,12.672791481018066,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,10,13.473886489868164,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,11,14.209004402160645,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,12,14.901156425476074,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,13,15.526426315307617,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,14,16.131559371948242,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,15,16.706567764282227,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,16,17.254173278808594,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,17,17.765121459960938,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,18,18.251487731933594,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,19,18.718896865844727,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt150_optimizer_reset,20,19.158700942993164,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,0,0.0,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,1,3.6256000995635986,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,2,5.21457052230835,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,3,6.544666767120361,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,4,7.874499320983887,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,5,9.07303237915039,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,6,10.188812255859375,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,7,11.160048484802246,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,8,12.083276748657227,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,9,12.944426536560059,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,10,13.746524810791016,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,11,14.502523422241211,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,12,15.165663719177246,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,13,15.79509162902832,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,14,16.39532470703125,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,15,16.956680297851562,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,16,17.49689292907715,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,17,17.993696212768555,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,18,18.461942672729492,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,19,18.90130043029785,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
gpu_seed1103_ckpt300_optimizer_reset,20,19.32038688659668,not_computed_from_frozen_rows,source/candidate update vectors and moment discrepancy tensors were not persisted
